Year,Country_Code,Event,Medal
1996,KOR,66 - 73kg (lightweight),1
1996,KOR,68 - 74kg (welterweight),1
1996,KOR,73 - 81kg (half-middleweight),1
1996,KOR,74 - 82kg (middleweight),1
1996,KOR,75 - 81kg (light-heavyweight),1
1996,KOR,81 - 90kg (middleweight),1
1996,KOR,90 - 100kg (half-heavyweight),1
1996,KOR,doubles,10
1996,KOR,handball,16
1996,KOR,hockey,16
1996,KOR,individual (FITA Olympic round - 70m),2
1996,KOR,marathon,1
1996,KOR,singles,1
1996,KOR,team (FITA Olympic round - 70m),6
1996,KOR,vault,1
1996,LAT,C-1 1000m (canoe single),1
1996,LTU,basketball,12
1996,MAR,10000m,1
1996,MAR,5000m,1
1996,MAS,doubles,2
1996,MAS,singles,1
1996,MDA,100 - 130kg (super heavyweight),1
1996,MDA,C-2 500m (canoe double),2
1996,MEX,20km walk,1
1996,MGL,- 60 kg,1
1996,MOZ,800m,1
1996,NAM,100m,1
1996,NAM,200m,1
1996,NED,400m freestyle,1
1996,NED,56 - 61kg (half-middleweight),1
1996,NED,61 - 66kg (middleweight),1
1996,NED,800m freestyle,1
1996,NED,81 - 90kg (middleweight),1
1996,NED,cross-country,1
1996,NED,double sculls (2x),2
1996,NED,eight with coxswain (8+),9
1996,NED,hockey,32
1996,NED,individual,2
1996,NED,lightweight double sculls (2x),2
1996,NED,points race,1
1996,NED,single-handed dinghy (Europe),1
1996,NED,single-handed dinghy (Finn),1
1996,NED,sprint,1
1996,NED,team,4
1996,NED,volleyball,12
1996,NGR,+ 91kg (super heavyweight),1
1996,NGR,200m,1
1996,NGR,400m,1
1996,NGR,4x400m relay,4
1996,NGR,football,18
1996,NGR,long jump,1
1996,NOR,800m,1
1996,NOR,K-1 1000m (kayak single),1
1996,NOR,K-1 500m (kayak single),1
1996,NOR,double sculls (2x),2
1996,NOR,football,18
1996,NOR,javelin throw,1
1996,NOR,single-handed dinghy open (Laser),1
1996,NZL,200m freestyle,1
1996,NZL,400m freestyle,1
1996,NZL,board (Mistral),1
1996,NZL,individual,2
1996,NZL,team,4
1996,PHI,- 48kg (light-flyweight),1
1996,POL,10m air rifle (40 shots),1
1996,POL,50km walk,1
1996,POL,50m rifle 3 positions (3x20 shots),1
1996,POL,57 - 62kg (featherweight),1
1996,POL,61 - 66kg (middleweight),1
1996,POL,62 - 68kg (lightweight),1
1996,POL,68 - 74kg (welterweight),1
1996,POL,"76 - 83kg, total (light-heavyweight)",1
1996,POL,82 - 90kg (light-heavyweight),1
1996,POL,90 - 100kg (half-heavyweight),1
1996,POL,90 - 100kg (heavyweight),1
1996,POL,K-1 500m (kayak single),1
1996,POL,foil team,3
1996,POL,high jump,1
1996,POL,single-handed dinghy (Finn),1
1996,POL,skeet (125 targets),1
1996,POL,team (FITA Olympic round - 70m),3
1996,POR,10000m,1
1996,POR,470 - Two Person Dinghy,2
1996,PRK,- 48kg (extra-lightweight),1
1996,PRK,- 48kg (light-flyweight),1
1996,PRK,52 - 57kg (bantamweight),1
1996,PRK,"64 - 70kg, total (lightweight)",1
1996,PRK,"70 - 76kg, total (middleweight)",1
1996,PUR,63.5 - 67kg (welterweight),1
1996,ROU,1500m,1
1996,ROU,57 - 60kg (lightweight),1
1996,ROU,63.5 - 67kg (welterweight),1
1996,ROU,"99 - 108kg, total (heavyweight)",1
1996,ROU,C-2 1000m (canoe double),2
1996,ROU,C-2 500m (canoe double),2
1996,ROU,balance beam,1
1996,ROU,eight with coxswain (8+),9
1996,ROU,floor exercises,1
1996,ROU,foil individual,1
1996,ROU,foil team,3
1996,ROU,individual all-round,3
1996,ROU,lightweight double sculls (2x),2
1996,ROU,pommel horse,1
1996,ROU,rings,1
1996,ROU,team competition,6
1996,ROU,vault,2
1996,RSA,100m backstroke,1
1996,RSA,100m breaststroke,1
1996,RSA,200m breaststroke,1
1996,RSA,800m,1
1996,RSA,marathon,1
1996,RUS,"+ 108kg, total (super heavyweight)",1
1996,RUS,+ 91kg (super heavyweight),1
1996,RUS,- 48kg (light-flyweight),1
1996,RUS,100 - 130kg (super heavyweight),1
1996,RUS,10000m walk,1
1996,RUS,100m butterfly,2
1996,RUS,100m freestyle,1
1996,RUS,10m air pistol (40 shots),2
1996,RUS,10m air rifle (60 shots),1
1996,RUS,10m platform,1
1996,RUS,1500m,1
1996,RUS,200m breaststroke,1
1996,RUS,200m butterfly,1
1996,RUS,20km walk,1
1996,RUS,25m pistol (30+30 shots),1
1996,RUS,3m springboard,1
1996,RUS,48 - 51kg (flyweight),1
1996,RUS,4x100m freestyle relay,6
1996,RUS,4x100m medley relay,7
1996,RUS,50km walk,1
1996,RUS,50m freestyle,1
1996,RUS,50m pistol (60 shots),1
1996,RUS,50m rifle 3 positions (3x20 shots),1
1996,RUS,51 - 54kg (bantamweight),1
1996,RUS,62 - 68kg (lightweight),2
1996,RUS,63.5 - 67kg (welterweight),1
1996,RUS,68 - 74kg (welterweight),1
1996,RUS,74 - 82kg (middleweight),1
1996,RUS,800m,1
1996,RUS,82 - 90kg (light-heavyweight),1
1996,RUS,"83 - 91kg, total (middle-heavyweight)",1
1996,RUS,"99 - 108kg, total (heavyweight)",1
1996,RUS,Individual competition,1
1996,RUS,K-4 1000m (kayak four),4
1996,RUS,Team Pursuit (4000m),4
1996,RUS,discus throw,1
1996,RUS,eight with coxswain (8+),9
1996,RUS,fleet/match race keelboat open (Soling),3
1996,RUS,floor exercises,1
1996,RUS,foil team,3
1996,RUS,group competition,6
1996,RUS,horizontal bar,1
1996,RUS,individual all-round,2
1996,RUS,individual time trial,1
1996,RUS,marathon,1
1996,RUS,pole vault,1
1996,RUS,pommel horse,1
1996,RUS,sabre individual,2
1996,RUS,sabre team,3
1996,RUS,shot put,1
1996,RUS,team competition,14
1996,RUS,triple jump,1
1996,RUS,uneven bars,1
1996,RUS,vault,1
1996,RUS,épée individual,1
1996,RUS,épée team,6
1996,SLO,100m hurdles,1
1996,SLO,K-1 (kayak single),1
1996,SUI,K-4 500m (kayak four),4
1996,SUI,cross-country,1
1996,SUI,individual,1
1996,SUI,individual road race,1
1996,SUI,lightweight double sculls (2x),2
1996,SUI,pommel horse,1
1996,SUI,single sculls (1x),1
1996,SVK,50m rifle prone (60 shots),1
1996,SVK,C-1 (canoe single),1
1996,SVK,C-1 500m (canoe single),1
1996,SWE,100m hurdles,1
1996,SWE,4x200m freestyle relay,4
1996,SWE,90 - 100kg (heavyweight),1
1996,SWE,K-2 500m (kayak double),2
1996,SWE,K-4 500m (kayak four),4
1996,SWE,handball,16
1996,SWE,individual (FITA Olympic round - 70m),1
1996,SWE,two-person keelboat open (Star),2
1996,SYR,heptathlon,1
1996,TGA,+ 91kg (super heavyweight),1
1996,THA,51 - 54kg (bantamweight),1
1996,THA,54 - 57kg (featherweight),1
1996,TPE,singles,1
1996,TRI,100m,1
1996,TRI,200m,1
1996,TUN,60 - 63.5kg (light-welterweight),1
1996,TUR,"- 54kg, total (flyweight)",1
1996,TUR,100 - 130kg (super heavyweight),1
1996,TUR,57 - 62kg (featherweight),1
1996,TUR,"59 - 64kg, total (featherweight)",1
1996,TUR,71-75kg,1
1996,TUR,74 - 82kg (middleweight),1
1996,UGA,400m,1
1996,UKR,+ 91kg (super heavyweight),1
1996,UKR,- 48kg (light-flyweight),1
1996,UKR,470 - Two Person Dinghy,4
1996,UKR,48 - 52kg (flyweight),1
1996,UKR,57 - 62kg (featherweight),1
1996,UKR,62 - 68kg (lightweight),1
1996,UKR,82 - 90kg (light-heavyweight),1
1996,UKR,"91 - 99kg, total (first-heavyweight)",1
1996,UKR,"99 - 108kg, total (heavyweight)",1
1996,UKR,balance beam,1
1996,UKR,floor exercises,1
1996,UKR,hammer throw,1
1996,UKR,high jump,1
1996,UKR,individual (FITA Olympic round - 70m),1
1996,UKR,individual all-round,3
1996,UKR,parallel bars,1
1996,UKR,quadruple sculls without coxswain (4x),4
1996,UKR,shot put,1
1996,UKR,team competition,7
1996,UKR,triple jump,1
1996,USA,100 - 130kg (super heavyweight),2
1996,USA,100m,2
1996,USA,100m backstroke,3
1996,USA,100m breaststroke,2
1996,USA,100m butterfly,2
1996,USA,100m freestyle,2
1996,USA,10m platform,1
1996,USA,110m hurdles,2
1996,USA,1km time trial,1
1996,USA,200m,1
1996,USA,200m backstroke,3
1996,USA,200m breaststroke,1
1996,USA,200m butterfly,1
1996,USA,3m springboard,1
1996,USA,400m,1
1996,USA,400m hurdles,4
1996,USA,400m individual medley,3
1996,USA,48 - 52kg (flyweight),1
1996,USA,4x100m freestyle relay,12
1996,USA,4x100m medley relay,16
1996,USA,4x100m relay,10
1996,USA,4x200m freestyle relay,12
1996,USA,4x400m relay,10
1996,USA,50m freestyle,2
1996,USA,52 - 57kg (bantamweight),2
1996,USA,54 - 57kg (featherweight),1
1996,USA,57 - 60kg (lightweight),1
1996,USA,57 - 62kg (featherweight),1
1996,USA,62 - 68kg (lightweight),1
1996,USA,66 - 73kg (lightweight),1
1996,USA,67 - 71kg (light-middleweight),1
1996,USA,71-75kg,1
1996,USA,75 - 81kg (light-heavyweight),1
1996,USA,800m freestyle,1
1996,USA,81 - 91kg (heavyweight),1
1996,USA,90 - 100kg (heavyweight),1
1996,USA,K-1 (kayak single),1
1996,USA,Sprint indivual,1
1996,USA,balance beam,1
1996,USA,baseball,20
1996,USA,basketball,24
1996,USA,beach volleyball,4
1996,USA,cross-country,1
1996,USA,decathlon,1
1996,USA,double trap (120 targets),1
1996,USA,doubles,2
1996,USA,fleet/match race keelboat open (Soling),3
1996,USA,floor exercises,1
1996,USA,football,16
1996,USA,hammer throw,1
1996,USA,high jump,1
1996,USA,individual,1
1996,USA,individual (FITA Olympic round - 70m),1
1996,USA,lightweight coxless four (4-),4
1996,USA,lightweight double sculls (2x),2
1996,USA,long jump,3
1996,USA,pair without coxswain (2-),2
1996,USA,parallel bars,1
1996,USA,quadruple sculls without coxswain (4x),4
1996,USA,shot put,2
1996,USA,single-handed dinghy (Europe),1
1996,USA,singles,2
1996,USA,softball,15
1996,USA,team,22
1996,USA,team (FITA Olympic round - 70m),3
1996,USA,team competition,7
1996,USA,trap (125 targets),2
1996,USA,triple jump,1
1996,USA,uneven bars,1
1996,UZB,67 - 71kg (light-middleweight),1
1996,UZB,81 - 90kg (middleweight),1
1996,YUG,10m air rifle (40 shots),1
1996,YUG,50m rifle 3 positions (3x20 shots),1
1996,YUG,basketball,12
1996,YUG,volleyball,12
1996,ZAM,400m hurdles,1
2000,ALG,1500m,1
2000,ALG,5000m,1
2000,ALG,60 - 63.5kg (light-welterweight),1
2000,ALG,800m,1
2000,ALG,high jump,1
2000,ARG,470 - Two Person Dinghy,2
2000,ARG,board (Mistral),1
2000,ARG,hockey,16
2000,ARG,single-handed dinghy (Europe),1
2000,ARM,77kg,1
2000,AUS,+ 80 kg,1
2000,AUS,- 49 kg,1
2000,AUS,100m backstroke,1
2000,AUS,100m breaststroke,1
2000,AUS,100m butterfly,2
2000,AUS,10m air pistol (40 shots),1
2000,AUS,1500m freestyle,2
2000,AUS,1km time trial,1
2000,AUS,200m backstroke,1
2000,AUS,200m butterfly,3
2000,AUS,200m freestyle,2
2000,AUS,400m,1
2000,AUS,400m freestyle,1
2000,AUS,470 - Two Person Dinghy,4
2000,AUS,4x100m freestyle relay,6
2000,AUS,4x100m medley relay,15
2000,AUS,4x200m freestyle relay,12
2000,AUS,500m time trial,1
2000,AUS,52 - 57kg (lightweight),1
2000,AUS,Individual,1
2000,AUS,Individual Pursuit,1
2000,AUS,K-1 500m (kayak single),1
2000,AUS,K-2 500m (kayak double),2
2000,AUS,Keirin,1
2000,AUS,Madison,2
2000,AUS,Olympic Sprint,3
2000,AUS,Tornado - Multihull,2
2000,AUS,basketball,12
2000,AUS,beach volleyball,2
2000,AUS,coxless pair (2-),2
2000,AUS,double trap (150 targets),1
2000,AUS,doubles,2
2000,AUS,eight with coxswain (8+),9
2000,AUS,four without coxswain (4-),4
2000,AUS,hockey,32
2000,AUS,individual,2
2000,AUS,individual (FITA Olympic round - 70m),1
2000,AUS,lightweight coxless four (4-),4
2000,AUS,long jump,1
2000,AUS,pair without coxswain (2-),2
2000,AUS,pole vault,1
2000,AUS,single-handed dinghy open (Laser),1
2000,AUS,softball,15
2000,AUS,synchronized diving 10m platform,2
2000,AUS,synchronized diving 3m springboard,2
2000,AUS,team,4
2000,AUS,trap (125 targets),1
2000,AUS,water polo,13
2000,AUT,800m,1
2000,AUT,Tornado - Multihull,2
2000,AUT,board (Mistral),1
2000,AZE,48 - 54kg,1
2000,AZE,71-75kg,1
2000,AZE,skeet (75 targets),1
2000,BAH,200m,1
2000,BAH,4x100m relay,5
2000,BAR,100m,1
2000,BEL,- 48kg (extra-lightweight),1
2000,BEL,57 - 63kg (half-middleweight),1
2000,BEL,Madison,2
2000,BEL,cross-country,1
2000,BEL,doubles,2
2000,BLR,10m air pistol (60 shots),1
2000,BLR,25m pistol (30+30 shots),1
2000,BLR,50m pistol (60 shots),1
2000,BLR,50m rifle prone (60 shots),1
2000,BLR,62kg,1
2000,BLR,66 - 73kg (lightweight),1
2000,BLR,69kg,1
2000,BLR,97 - 130kg,1
2000,BLR,Individual competition,1
2000,BLR,discus throw,2
2000,BLR,group competition,6
2000,BLR,hammer throw,1
2000,BLR,heptathlon,1
2000,BLR,individual all-round,1
2000,BLR,shot put,1
2000,BLR,single sculls (1x),1
2000,BRA,4x100m freestyle relay,4
2000,BRA,4x100m relay,5
2000,BRA,66 - 73kg (lightweight),1
2000,BRA,81 - 90kg (middleweight),1
2000,BRA,basketball,12
2000,BRA,beach volleyball,6
2000,BRA,single-handed dinghy open (Laser),1
2000,BRA,team,4
2000,BRA,two-person keelboat open (Star),2
2000,BRA,volleyball,12
2000,BUL,105kg,1
2000,BUL,25m pistol (30+30 shots),1
2000,BUL,50m pistol (60 shots),1
2000,BUL,54 - 58kg,1
2000,BUL,58 - 63kg,1
2000,BUL,69kg,2
2000,BUL,K-1 1000m (kayak single),1
2000,BUL,K-1 500m (kayak single),1
2000,BUL,floor exercises,1
2000,BUL,rings,1
2000,BUL,single sculls (1x),1
2000,BUL,triple jump,1
2000,CAN,+ 67 kg,1
2000,CAN,10m platform,1
2000,CAN,400m individual medley,1
2000,CAN,63 - 69kg,1
2000,CAN,90 - 100kg (half-heavyweight),1
2000,CAN,C-1 1000m (canoe single),1
2000,CAN,Individual,1
2000,CAN,K-1 500m (kayak single),1
2000,CAN,doubles,2
2000,CAN,eight with coxswain (8+),9
2000,CAN,individual,2
2000,CAN,synchronized diving 10m platform,2
2000,CAN,team,8
2000,CHI,football,18
2000,CHN,+ 67 kg,1
2000,CHN,+ 75kg,1
2000,CHN,+ 78kg (heavyweight),1
2000,CHN,10m air pistol (40 shots),1
2000,CHN,10m air pistol (60 shots),1
2000,CHN,10m air rifle (40 shots),1
2000,CHN,10m air rifle (60 shots),1
2000,CHN,10m platform,3
2000,CHN,10m running target (30+30 shots),2
2000,CHN,20km race walk,1
2000,CHN,25m pistol (30+30 shots),1
2000,CHN,3m springboard,3
2000,CHN,48 - 52kg (half-lightweight),1
2000,CHN,500m time trial,1
2000,CHN,53kg,1
2000,CHN,54 - 58kg,1
2000,CHN,56kg,2
2000,CHN,57 - 63kg (half-middleweight),1
2000,CHN,63kg,1
2000,CHN,69kg,1
2000,CHN,70 - 78kg (half-heavyweight),1
2000,CHN,77kg,1
2000,CHN,balance beam,1
2000,CHN,doubles,16
2000,CHN,foil team,3
2000,CHN,individual all-round,2
2000,CHN,parallel bars,1
2000,CHN,singles,8
2000,CHN,synchronized diving 10m platform,4
2000,CHN,synchronized diving 3m springboard,4
2000,CHN,team competition,6
2000,CHN,trap (75 targets),1
2000,CHN,uneven bars,2
2000,CHN,épée team,3
2000,CMR,football,18
2000,COL,75kg,1
2000,CRC,200m freestyle,1
2000,CRC,400m freestyle,1
2000,CRO,62kg,1
2000,CRO,eight with coxswain (8+),9
2000,CUB,+ 78kg (heavyweight),1
2000,CUB,- 48kg (light-flyweight),1
2000,CUB,- 49 kg,1
2000,CUB,- 60 kg,1
2000,CUB,110m hurdles,1
2000,CUB,48 - 52kg (half-lightweight),1
2000,CUB,48 - 54kg,1
2000,CUB,4x100m relay,4
2000,CUB,51 - 54kg (bantamweight),1
2000,CUB,52 - 57kg (lightweight),1
2000,CUB,57 - 60kg (lightweight),1
2000,CUB,58 - 63kg,1
2000,CUB,60 - 63.5kg (light-welterweight),1
2000,CUB,63 - 69kg,1
2000,CUB,63 - 70kg (middleweight),1
2000,CUB,68 - 80 kg,1
2000,CUB,71-75kg,1
2000,CUB,76 - 85kg,1
2000,CUB,81 - 91kg (heavyweight),1
2000,CUB,97 - 130kg,1
2000,CUB,C-1 1000m (canoe single),1
2000,CUB,C-2 1000m (canoe double),2
2000,CUB,baseball,24
2000,CUB,high jump,1
2000,CUB,javelin throw,1
2000,CUB,long jump,1
2000,CUB,triple jump,1
2000,CUB,volleyball,12
2000,CUB,épée team,3
2000,CZE,50m pistol (60 shots),1
2000,CZE,75 - 81kg (light-heavyweight),1
2000,CZE,C-2 (canoe double),2
2000,CZE,Individual,1
2000,CZE,K-1 (kayak single),1
2000,CZE,decathlon,1
2000,CZE,javelin throw,1
2000,CZE,skeet (125 targets),1
2000,DEN,50m rifle prone (60 shots),1
2000,DEN,800m,1
2000,DEN,fleet/match race keelboat open (Soling),3
2000,DEN,handball,15
2000,DEN,lightweight coxless four (4-),4
2000,DEN,singles,1
2000,ESP,- 48kg (light-flyweight),1
2000,ESP,- 58 kg,1
2000,ESP,100m backstroke,1
2000,ESP,20km race walk,1
2000,ESP,52 - 57kg (lightweight),1
2000,ESP,Points Race,1
2000,ESP,cross-country,1
2000,ESP,doubles,2
2000,ESP,football,18
2000,ESP,handball,15
2000,ESP,vault,1
2000,EST,+ 100kg (heavyweight),1
2000,EST,73 - 81kg (half-middleweight),1
2000,EST,decathlon,1
2000,ETH,10000m,4
2000,ETH,5000m,2
2000,ETH,marathon,2
2000,FIN,49er - Skiff,2
2000,FIN,50m rifle 3 positions (3x40 shots),1
2000,FIN,69 - 76kg,1
2000,FIN,shot put,1
2000,FRA,+ 100kg (heavyweight),1
2000,FRA,+ 80 kg,1
2000,FRA,- 48kg (light-flyweight),1
2000,FRA,10m air pistol (60 shots),1
2000,FRA,200m backstroke,1
2000,FRA,48 - 51kg (flyweight),1
2000,FRA,500m time trial,1
2000,FRA,57 - 63kg (half-middleweight),1
2000,FRA,60 - 66kg (half-lightweight),1
2000,FRA,70 - 78kg (half-heavyweight),1
2000,FRA,81 - 90kg (middleweight),1
2000,FRA,90 - 100kg (half-heavyweight),1
2000,FRA,C-1 (canoe single),1
2000,FRA,K-1 (kayak single),2
2000,FRA,Keirin,1
2000,FRA,Olympic Sprint,3
2000,FRA,Sprint indivual,1
2000,FRA,basketball,12
2000,FRA,coxless pair (2-),2
2000,FRA,cross-country,1
2000,FRA,doubles,2
2000,FRA,duet,2
2000,FRA,foil team,4
2000,FRA,horizontal bar,1
2000,FRA,individual pursuit,1
2000,FRA,individual time trial,1
2000,FRA,lightweight coxless four (4-),4
2000,FRA,lightweight double sculls (2x),2
2000,FRA,pommel horse,1
2000,FRA,sabre individual,1
2000,FRA,sabre team,4
2000,FRA,singles,1
2000,FRA,sprint,1
2000,FRA,trap (75 targets),1
2000,FRA,épée individual,2
2000,FRA,épée team,3
2000,GBR,+ 91kg (super heavyweight),1
2000,GBR,1km time trial,1
2000,GBR,200m,1
2000,GBR,400m,1
2000,GBR,49er - Skiff,2
2000,GBR,63 - 70kg (middleweight),1
2000,GBR,800m,1
2000,GBR,Individual competition,2
2000,GBR,K-1 (kayak single),1
2000,GBR,K-1 1000m (kayak single),1
2000,GBR,Olympic Sprint,3
2000,GBR,Team Pursuit (4000m),6
2000,GBR,double trap (150 targets),1
2000,GBR,doubles,2
2000,GBR,eight with coxswain (8+),9
2000,GBR,four without coxswain (4-),4
2000,GBR,heptathlon,1
2000,GBR,individual pursuit,1
2000,GBR,javelin throw,1
2000,GBR,quadruple sculls without coxswain (4x),4
2000,GBR,single-handed dinghy (Europe),1
2000,GBR,single-handed dinghy (Finn),1
2000,GBR,single-handed dinghy open (Laser),1
2000,GBR,team,4
2000,GBR,trap (125 targets),1
2000,GBR,triple jump,1
2000,GBR,two-person keelboat open (Star),2
2000,GEO,58 - 63kg,1
2000,GEO,60 - 66kg (half-lightweight),1
2000,GEO,76 - 85kg,1
2000,GEO,81 - 91kg (heavyweight),1
2000,GEO,85 - 97kg,1
2000,GEO,85kg,1
2000,GER,+ 105kg,1
2000,GER,- 48kg (extra-lightweight),1
2000,GER,100m backstroke,1
2000,GER,1km time trial,1
2000,GER,3m springboard,1
2000,GER,4x100m medley relay,4
2000,GER,4x200m freestyle relay,6
2000,GER,68 - 80 kg,1
2000,GER,800m,1
2000,GER,81 - 91kg (heavyweight),1
2000,GER,85kg,1
2000,GER,C-1 1000m (canoe single),1
2000,GER,C-1 500m (canoe single),1
2000,GER,C-2 1000m (canoe double),2
2000,GER,Individual,1
2000,GER,Individual Pursuit,2
2000,GER,K-1 (kayak single),1
2000,GER,K-2 500m (kayak double),4
2000,GER,K-4 1000m (kayak four),4
2000,GER,K-4 500m (kayak four),4
2000,GER,Keirin,1
2000,GER,Sprint indivual,1
2000,GER,Team Pursuit (4000m),5
2000,GER,Tornado - Multihull,2
2000,GER,beach volleyball,2
2000,GER,board (Mistral),1
2000,GER,discus throw,1
2000,GER,double sculls (2x),2
2000,GER,fleet/match race keelboat open (Soling),3
2000,GER,foil individual,2
2000,GER,foil team,3
2000,GER,football,18
2000,GER,hammer throw,1
2000,GER,individual,2
2000,GER,individual road race,3
2000,GER,individual time trial,1
2000,GER,lightweight double sculls (2x),2
2000,GER,long jump,1
2000,GER,quadruple sculls without coxswain (4x),8
2000,GER,sabre individual,1
2000,GER,sabre team,3
2000,GER,shot put,1
2000,GER,single sculls (1x),2
2000,GER,singles,1
2000,GER,synchronized diving 10m platform,2
2000,GER,team,8
2000,GER,team (FITA Olympic round - 70m),3
2000,GRE,- 58 kg,1
2000,GRE,100m,1
2000,GRE,200m,1
2000,GRE,48 - 54kg,1
2000,GRE,62kg,1
2000,GRE,63kg,1
2000,GRE,77kg,1
2000,GRE,85kg,1
2000,GRE,94kg,1
2000,GRE,discus throw,1
2000,GRE,group competition,6
2000,GRE,javelin throw,1
2000,GRE,rings,1
2000,HUN,200m breaststroke,1
2000,HUN,69kg,1
2000,HUN,71-75kg,1
2000,HUN,76 - 85kg,1
2000,HUN,C-1 500m (canoe single),1
2000,HUN,C-2 500m (canoe double),2
2000,HUN,Individual competition,1
2000,HUN,K-2 1000m (kayak double),2
2000,HUN,K-2 500m (kayak double),4
2000,HUN,K-4 1000m (kayak four),4
2000,HUN,K-4 500m (kayak four),4
2000,HUN,handball,15
2000,HUN,rings,1
2000,HUN,skeet (75 targets),1
2000,HUN,water polo,13
2000,HUN,épée individual,1
2000,INA,48kg,2
2000,INA,53kg,1
2000,INA,doubles,4
2000,INA,singles,1
2000,IND,69kg,1
2000,IRI,+ 105kg,1
2000,IRI,105kg,1
2000,IRI,54 - 58kg,1
2000,IRI,58 - 68 kg,1
2000,IRL,5000m,1
2000,ISL,pole vault,1
2000,ISR,K-1 500m (kayak single),1
2000,ITA,+ 91kg (super heavyweight),1
2000,ITA,100m breaststroke,1
2000,ITA,200m breaststroke,2
2000,ITA,200m freestyle,1
2000,ITA,200m individual medley,1
2000,ITA,400m freestyle,1
2000,ITA,60 - 66kg (half-lightweight),1
2000,ITA,63 - 70kg (middleweight),1
2000,ITA,66 - 73kg (lightweight),1
2000,ITA,70 - 78kg (half-heavyweight),1
2000,ITA,K-1 (kayak single),1
2000,ITA,K-1 500m (kayak single),1
2000,ITA,K-2 1000m (kayak double),2
2000,ITA,Madison,2
2000,ITA,board (Mistral),1
2000,ITA,cross-country,1
2000,ITA,double sculls (2x),2
2000,ITA,double trap (120 targets),1
2000,ITA,foil individual,2
2000,ITA,foil team,7
2000,ITA,four without coxswain (4-),4
2000,ITA,hammer throw,1
2000,ITA,lightweight double sculls (2x),2
2000,ITA,long jump,1
2000,ITA,points race,1
2000,ITA,quadruple sculls without coxswain (4x),4
2000,ITA,single-handed dinghy (Finn),1
2000,ITA,team (FITA Olympic round - 70m),3
2000,ITA,trap (125 targets),1
2000,ITA,volleyball,12
2000,ITA,épée team,4
2000,JAM,100m,2
2000,JAM,200m,1
2000,JAM,400m,2
2000,JAM,400m hurdles,1
2000,JAM,4x100m relay,5
2000,JAM,4x400m relay,12
2000,JPN,+ 100kg (heavyweight),1
2000,JPN,+ 78kg (heavyweight),1
2000,JPN,- 48kg (extra-lightweight),1
2000,JPN,- 60 kg,1
2000,JPN,100m backstroke,1
2000,JPN,200m backstroke,1
2000,JPN,400m individual medley,1
2000,JPN,48 - 52kg (half-lightweight),1
2000,JPN,4x100m medley relay,4
2000,JPN,52 - 57kg (lightweight),1
2000,JPN,57 - 67 kg,1
2000,JPN,63 - 69kg,1
2000,JPN,73 - 81kg (half-middleweight),1
2000,JPN,90 - 100kg (half-heavyweight),1
2000,JPN,duet,2
2000,JPN,marathon,1
2000,JPN,softball,15
2000,JPN,team,8
2000,KAZ,+ 91kg (super heavyweight),1
2000,KAZ,100m hurdles,1
2000,KAZ,48 - 51kg (flyweight),1
2000,KAZ,54 - 57kg (featherweight),1
2000,KAZ,67 - 71kg (light-middleweight),1
2000,KAZ,85 - 97kg,1
2000,KAZ,individual road race,1
2000,KEN,10000m,1
2000,KEN,1500m,2
2000,KEN,3000m steeplechase,2
2000,KEN,marathon,2
2000,KGZ,- 60 kg,1
2000,KOR,+ 78kg (heavyweight),1
2000,KOR,+ 80 kg,1
2000,KOR,- 60 kg,1
2000,KOR,10m air rifle (40 shots),1
2000,KOR,48 - 54kg,1
2000,KOR,49 - 57 kg,1
2000,KOR,54 - 58kg,1
2000,KOR,57 - 63kg (half-middleweight),1
2000,KOR,57 - 67 kg,1
2000,KOR,58 - 63kg,1
2000,KOR,58 - 68 kg,1
2000,KOR,63 - 70kg (middleweight),1
2000,KOR,69 - 76kg,1
2000,KOR,73 - 81kg (half-middleweight),1
2000,KOR,baseball,24
2000,KOR,doubles,6
2000,KOR,foil individual,1
2000,KOR,hockey,16
2000,KOR,horizontal bar,1
2000,KOR,individual (FITA Olympic round - 70m),3
2000,KOR,parallel bars,1
2000,KOR,team (FITA Olympic round - 70m),6
2000,KOR,épée individual,1
2000,KSA,400m hurdles,1
2000,KSA,individual,1
2000,KUW,double trap (150 targets),1
2000,LAT,50km walk,1
2000,LAT,66 - 73kg (lightweight),1
2000,LAT,floor exercises,1
2000,LTU,basketball,12
2000,LTU,discus throw,1
2000,LTU,double sculls (2x),2
2000,LTU,individual road race,1
2000,LTU,trap (75 targets),1
2000,MAR,1500m,1
2000,MAR,3000m steeplechase,1
2000,MAR,400m hurdles,1
2000,MAR,5000m,1
2000,MAR,54 - 57kg (featherweight),1
2000,MDA,10m running target (30+30 shots),1
2000,MDA,63.5 - 67kg (welterweight),1
2000,MEX,20km walk,1
2000,MEX,3m springboard,1
2000,MEX,50km walk,1
2000,MEX,57 - 60kg (lightweight),1
2000,MEX,58kg,1
2000,MEX,68 - 80 kg,1
2000,MKD,76 - 85kg,1
2000,MOZ,800m,1
2000,NED,100m butterfly,1
2000,NED,100m freestyle,2
2000,NED,200m freestyle,1
2000,NED,4x100m freestyle relay,5
2000,NED,4x200m freestyle relay,5
2000,NED,50m freestyle,2
2000,NED,81 - 90kg (middleweight),1
2000,NED,double sculls (2x),2
2000,NED,doubles,2
2000,NED,eight with coxswain (8+),9
2000,NED,hockey,32
2000,NED,individual,3
2000,NED,individual (FITA Olympic round - 70m),1
